,full_text
37752,"If Don McGahn doesn't appear before Congress on the 21st, \we'll move to hold him in contempt,\"" says Rep. @tedlieu. "
37753,"Two kids beaten up for saying Jai Shri Ram in Behrampur, West Bengal. Lady alleges they were TMC men. https://t.co/Uw30DFmN8M"
37754,"Indira kept Sikh Bodyguards inspite of threat

Rajiv freely met Tamilians inspite of Lankan turmoil

Sonia sacrificed PM post in 2004 inspite of Allies support

Rahul renounced PM post in 2009 inspite of majority

Priyanka forgave her Father's killers

This is Gandhi Family!"
37759,"47. @INCIndia EXPELLED a British journalist FROM INDIA, for daring to write gossip on the Gandhis. https://t.co/WVS5O3RCmJ https://t.co/ZAVkjd491b"
37762,"And my friend @NPDay is killing it with one exclusive interview after another. This time with @INCIndia President @RahulGandhi. Do watch 

â€˜Narendra Modi says my fatherâ€™s name much more than I do, 
https://t.co/JaNx4JX522 via @YouTube"
37766,"Today in Congress Rep. Sherman called for a bill to ban all cryptocurrencies. 

This is why Coin Center is needed in DC now more than ever. https://t.co/jgikm7z8bI"
37770,"The most significant difference between #1984 and #2002 is that nobody defends 1984 while every Chowkidar from top to bottom will defend 2002 to the bitter end.

The problem in 1984 was acknowledged as mistake, Sikhs moved on.  But 2002 lingers to poison the polity."
37772,Don't vote for Aam Aadmi Party tomorrow. Arvind Kejriwal needs to be kicked out of the politics. He has gone to the lowest level where he will even be ready to sell his country for Chair.
37773,"Did we hear a word from Modi,  on the #Kathua gang rape ? 
Asifa was just a kid.
Did Modi speak a word, on the #Unnao rape case ? 
A poor child, kept asking for justice, #KuldeepSinghSengar is still a BJP MLA. 
Modi is the most morally flawed head of govt, the world has today."
37776,"This is every nationalist's dream. Two nationalist parties fighting competing against each other will take Bharat to greater heights.
And, PM Modi is a nationalist first and then a BJP leader. I don't think he will even mind losing an election to a nationalist. https://t.co/HL5P6hZvhe"
37778,"Nonsense, we live in india,know better.India is doing much better now in all areas than in 2014.A Modi hater @AatishTaseer vents his hatred and bigotry without any credible data.GDP went up by Rs 76 L cr, the highest ever in our history over 5 years,the poor got the most .. https://t.co/pFXh75Tb42"
37780,"AAP prepares individual manifestos for individual constituencies, to deal with each problem effectively and specifically.Â 
#Vote4Jhaadu https://t.co/XNHsD2OcU7"
37782,"PM Modi like bride who makes less rotis and more noise with bangles

                         -Sherry on Topp

This idiot doesn't have anything to do than tweet shit. These pathetic people can't even acknowledge anything good done by PM nor govt. @sherryontopp, you are useless."
37783,"Nobody can compete Namo for his wide vision and if I say in crude words .. Kisi Mai K Lal me Himmat Nahi Thi jo aisa step desh hit me le sake.. isliye
#MeraVoteModiKo https://t.co/NQbIEo2zBg"
37785,Vajpayee was a visionary and a patriot. He knew that Modi will destroy india and thatâ€™s why he wanted to sack Modi in 2002.ðŸ˜¹âœŒðŸ»
37786,"@ReallySwara 
Cheap man diggi raja doesn't believes in Hinduism. Congress who was going to launch anti hinduism bill I.e. anti communal bill against hindus and founder of bhagwa atankwaad. Have you ever seen hindu atankwaad in history?? Or you're trying to get cheap publicity"
37787,"BJP loksabha candidate is trapped in rape case 
Modi ji he is telling it's #Fakecases
Ab to Jago
#mentoo suffering becoz of #LegalTerrorism

#DividerInChief please scrap #GenderBiasedLaws 
Save families and stop gender war

@BJP4India 
@narendramodi 
@poojabeditweets 
@mjakbar https://t.co/jV1OosWwFW"
37794,"A very deep deception has been built up over the decades by the Left &amp; the Right media to take the Hindus out of the 1984 &amp; 2002 riots and substitute them with political parties - Congress in one, BJP in the other.  This deception is harmful &amp; leads to more confusion.  1/n https://t.co/CtO9CQMj2E"
37795,"#NarendraModi Saturday launched a scathing attack on the Opposition over a gangrape in Rajasthan's Alwar district

https://t.co/W2c0d2vZtD"
37800,"@sampitroda We applied for telephone connection  in 1980, got it is 1990... Those who paid bribe got it instantly !!! Bhai yaad mat dila un dino ki, varna polling booth mein hi congress hai hai shuru kar doonga"
37802,"Modi being voted back and being able to take his ditch filling tough reforms of first term to the next level, when those reforms start bearing fruits, will dislodge Congress from being the default party of Governance. 

Once the Italian Mafia is buried, the renaissance will start https://t.co/CDrv4lMWSD"
37803,"@INCIndia @RahulGandhi SP BSP TMC RJD SUPPORT TO CONGRESS 

AND

CONGRESS SUPPORT TO TERRORIST AND NAXALIST 

DON'T VOTE THIS PARTY - CONGRESS, TMC, BSP, SP

VOTE TO BJP AND NDA ONLY 

FOR DEVELOPMENT, GROWTH, 
NATION SAFETY, STRONG INDIA,
TERRORIST DEATH AND PM KISAN YOJANA 

FIR EK BAR MODI SARKAR https://t.co/7qehHAmUP0"
37806,"See India Today:

While Navjot Singh Sidhu is going around insulting PM Modi across India, drug addiction in his Maqboolpura area in Amritsar is very bad. Even Sardesai is reporting that \Udta Punjab\"" problem has gone worse!"
37809,"For #CheatedHomeBuyers in NCR
- Ghar is Rastrawaad
- Ghar is Nyay
- Ghar is mati-manush
- Ghar is key agenda

Ghar dilao nahi to Ghar jao 

@BJP4India @INCIndia @narendramodi @RahulGandhi @myogiadityanath - speak about tax paying toubled middle-class too

 #Justice4AmrapaliBuyers"
37811,"Not just Sikh Genocide in 1984 , Rajiv Gandhi is Behind Genocide of 15000 Indians in Sri Lanka too
Modi was blamed for even Rohit Vemula 's suicide but absolutely NO OUTRAGE over these murders?
India Media is just a Doormat of Sonia Gandhi's Darbar https://t.co/KhRNQWlqch"
37815,"Aatishi Marlena has filed a complaint in DCW, not Delhi police not election commission DCW office. ðŸ˜ðŸ˜ Dcw is headed by AAP candidate's wife Swati maliwal."
37817,"@RepAdamSchiff NEW: Schiff responds to defying subpoenas: \One thing we are considering is whether we need to revive Congressâ€™ inherent contempt power...we would levy fines on those who are not cooperating.\"" #Axios360"""
37820,"RT digvijaya_28: Shackles of poverty &amp; unemployment will be broken, &amp; a new chapter in prosperity will be written!India has made up its mind to soar higher with Congress Party's vision!Time for you to spread your wings
#AbHogaNYAY kyunki #CongressHaiNa

â€¦ https://t.co/l3CfGVZSws"
37827,"Here we go!
If this news of abusive pamphlets against Atishi Marlena having been printed at AAP convenor Karim's printing press than @ECISVEEP must disqualify not just Atishi but bar all AAP candidates from fighting elections
@DelhiPolice pls investigate this asap
@GautamGambhir https://t.co/xhOUyOFek6"
37831,"65. CBFC under @INCIndia (UPA) BLURRED the Tibetan flag in a film, leading to protests. (via @BullaDmello) https://t.co/kuvBJZYUt6 https://t.co/mwamLVdqYp"
37835,"1. Rohtak - INC
2. Sonipat - INC
3. Karnal - BJP
4. Gurgaon - BJP
5. Ambala - INC
6. Faridabad - BJP
7. Bhiwani - INC

Highly intense multi cornered seats - 

8. Hisar - 3 way unpredictable fight.
9. Sirsa - 4 way unpredictable fight.
10. Kurukshetra - 5 way unpredictable fight."
37838,"â€˜TIMEâ€™ writer who called Modi â€˜divider-in-chiefâ€™ Pak citizen, hates Modi because of surgical strikes: @sambitswaraj 
https://t.co/RRVnsSNSdv"
37841,"67. CBFC under @INCIndia virtually banned, HARASSED makers of the '1984 riots' film Amu; film couldn't be screened. https://t.co/21iJ8edHwj https://t.co/FqFDyYmZzT"
37847,"Delhi govt school Class-X results

2011â€”99.09%
2012â€”99.23%
2013â€”99.45%
2014â€”98.81%

AAP Govt
2015â€”95.81%
2016â€”89.25%
2017â€”92.44%
2018â€”68.90%
2019â€”71.58%

AAP has destroyed education in Delhi govt schools
#GambhirforEastDelhi
@BJP4India
@NupurSharmaBJP
@BJP4Delhi"
37851,"#Vote4Jhaadu Don't forget that Modi Govt raised the metro ticket prices and increased pollution in Delhi. It's time to answer them back for affecting your health and income negatively. Throw out BJP . JHADDO par button Dabana !!

  #BJP_à¤­à¤—à¤¾à¤“_à¤¦à¥‡à¤¶_à¤¬à¤šà¤¾à¤“  https://t.co/TrDN4U19pu"
37854,"Won't abandon Rahul Gandhi when he needs us most': Amethi voters admit to lack of development but are 'bound by emotions'
@INCIndia
@Pawankhera @ashoswai
https://t.co/sHXfQquQ0C"
37855,"Nayeon and Momo dancing their couple version of FANCY, ending with Momo accidentally smacking Nayeon in the face ðŸ˜‚ ...This is your typical Namo being Namo https://t.co/B4AI8SATJC"
37856,"My serious advice to all of the congress hi-command who wants to rejuvenate... 

Remove the so called rotten people who r in high positions &amp; doing nothing.. thats it.. https://t.co/bw5nwu6yoP"
37860,"#DEMONETISATION:
1.WORST MISTAKE IN HISTORY!!ðŸ˜¡
a.https://t.co/wUP5vjCkFz
b.https://t.co/uKK8SGG51v

2.BIGGEST #SCAM EVER..FOR #MONEYLAUNDERING BY #BJP,THRU TAX HAVENS,FOREIGN CONNECTION,PETROL PUMPS..:
a.https://t.co/pTeJOUcNCe
a.https://t.co/LjEoVW7MQ2
b.https://t.co/niuLzE39nr"
37863,"My party paid a hefty amount to the 'son' to give fake statement against father who is AAP candidate in Delhi. My party candidate and son of ex-CM of Delhi fixed this deal.

Coming up with the proof soon... Keep watching this space."
37864,"NO riots, No bomb attacks or terror activity could b executed in Gujarat!! people lived happily with good Law &amp; Order situation in Gujarat, when @AmitShah was Home Minister of Gujarat !! he can replicate same in INDIA, given Chance !! Thanks for giving me reason to vote 4 BJP https://t.co/v9XYLYEd3d"
37867,"Mumtaz Khatoon follows Kejri, Stalin, Pappu, etc but does not follow @PMOIndia Really this lady suffering from serious inferiority Complex"
37870,"Gayi Bhains Paani Mein. All criminals are going to seat in parliament and destroy our democracy and country's future. So be careful before you vote.
âŽðŸ’¯âŽ
35 Leaders with Criminal Records, 78 Re-nominations: Inside BJP's First List of Lok Sabha Contenders https://t.co/MYpYVBP1Pw"
37874,"1. Demonetization killed black money.
2. Jakhad declared 3+ crores in election affidavit.
3. Jakhad paid 6 crores to AAP for ticket.

Bhakt AAP pe aarop laga rahe hain ya Modi ki bajaa rahe hain? ðŸ¤”"
37880,"Dear Delhities,

Vote For school, hospital, education,water.
Don't vote for hate.
Don't vote 4 BJP-Congress.

#Vote4Jhaadu https://t.co/6GVJXFu8ZB"
37886,"Punjab Minister @sherryontopp making racist attack on \we all\"" BJP karyakartas and leaders of BJP mentioning as \""à¤•à¤¾à¤²à¥‡ à¤…à¤‚à¤—à¥à¤°à¥‡à¤œà¤¼\""..!"
37890,"Editors in India  do not publish so many lies as in Time: a long time Modi Hater, abuses and vilifies a leader and you call it truth: shows your bigotry and hatred: if you have courage and stand for the truth stand against the Jihadi Killers around the world not this https://t.co/7NF1gIxfVB"
37900,"It's time to make your choice. Before you go out to vote, remember core issues of today that have affected you - unemployment, economic crisis, demonetisation, gst, women safety, etc. Don't fall for the distraction attempts by the BJP. #VisionaryVsDivisionary https://t.co/PS6Ft94kMe"
37901,"Fcuk you Modi haters.

Even after bringing all the black money from swiss bank within 100 days,
he's not asking for votes on behalf of such titanic victory over corruption.

What a legend."
37903,It has been deleted by the @BJP4India because they will now edit the tweet and post it as â€œModi flew the planes himself and dropped the bombsâ€ ðŸ˜‰ #JayegaToModiHi @INCIndia https://t.co/Fl7eqUUTSF
37904,"@RahulGandhi Former BJP leader Yashwant Sinha has claimed then Prime Minister Atal Bihari Vajpayee was set to dismiss Prime Minister Narendra Modi, Gujarat Chief Minister at the time, after the 2002 post #Godhra riots. #DividerInChief 

https://t.co/nG0h3HLXcX"
37907,"Navjot Singh Sidhu equates PM Modi with a bride who pretends to do work
#LokSabhaElections2019 
https://t.co/5U1HIN7bAh"
37910,"\I want to fight those who attack the Constitution\"": Congress chief Rahul Gandhi tells NDTV"
37911,"When @RahulGandhi raised questions on #LynchRaj &amp; brutality inside Parliament &amp; 
asked Modi to send a strong message,
Modi's response wasâž¡No ResponseðŸ™Š

But #AbHogaNYAY
#NoMo NaMo 

#ModiMadeDisaster 
#ModiLies
#BJP_à¤­à¤—à¤¾à¤“_à¤¦à¥‡à¤¶_à¤¬à¤šà¤¾à¤“

https://t.co/CS25xN9W1T"
37912,"@BDUTT Contrast:
2002:  There is a SC verdict on Modi for his role.

1984: Rajiv Gandhi was never even questioned by Media, forget about SC."
37913,"If you hate @narendramodi and wish to continue mocking him, creating meme of the PM of India, insult him as a part of your youthful freedom of expression, remember to #VoteForModi. A vote for Kejriwal can bring Congress or Mamata who send dissent to prison or treetop as per mood"
37915,"Priyanka Sharma arrested for posting a morphed pic of Mamata, will the Modi take responsibility and resign?"
37916,"Modi Govt has turned out to be the weakest Govt in the history of Independent India.

With rise in terrorism, unemployment, fuel &amp; commodity prices and fall in economy, rupee, defence budget â€” Modi is left with nothing but rhetoric in his speeches. 
https://t.co/cLnTauTRJg"
37925,BJP has already lost the battle. Its attempt now is to steal a lost election with help of an obliging EC by rigging EVMs. And use billions amassed by it during its tenure to trade MPs. And we have already seen Modiâ€™s imprint on recent SC verdicts.
37926,"@tribelaw It's time for congress to do its constitutional duty. People who say ,\Wait for the election\"" are missing the point.  It will not resolve the fact that we have an impeachable, criminally corrupt man in the WH! It is their DUTY to impeach him. If not, it sets a terrible precedent."""
37928,@kamaalrkhan These bjp leaders were in the first row to push government to attack in Shri Harminder Sahib Amritsar..Advani admitted in his book. So we now they all same bjp or congress
37936,"Quick, someone give the Chairman of the Cabinet Committee on Security (CCS) a quick lesson on how radars work. C-minus for military planning. A+ for propaganda. #Balakot #Modi #WhatisaRadar? #IndianAirforce https://t.co/giTN9nahFL"
37937,"ðŸ‡¸ðŸ‡© Protest in Khartoum 

(L to R) 
Former presidential advisor Nafi Ali Nafi
Former vice president Ali Osman Taha
Ousted president Omar al-Bashir
Former National Congress Party leader Ahmed Haroun

Reading \death penalty for the regime criminals\"""
37941,"Delhi govt school Class-X Pass % results:

2014â€”98.81%

After AAP Govt took over:
2015â€”95.81%
2016â€”89.25%
2017â€”92.44%
2018â€”68.90%
2019â€”71.58%

@AAPDelhi has destroyed education in Delhi govt schools but Paid Media calling it Education Revolution by @AtishiAAP &amp; @msisodia"
37942,"For Pro Hindu, Pakistan (possibly in connivance with internal hostile powers) ensured Pulwama to puncture Modi's narrative of strong stand against terror but the retaliation was heavy.
Balakot airstrikes created equivalent (not equal) charge in pro Hindu voters as Ram Mandir"
37943,This is the real problem with leaders of Congress and BJP. They avoid to discuss core issues affecting common man. The reason may be they have nothing to talk about achievements of their last 5 yrs of working while in power. Voters need to reject both parties. https://t.co/K93SmpGtiZ
37945,"@antidespondent @IAmKaranOberoi @poojabeditweets @TOIMumbai @itimestweets @vineetjaintimes @Raageshwari1 @indiatimes Same punishment for #CJIRanjanGogoi 

No mercy...

Else India is a banana republicðŸ˜¤

@PMOIndia 
@narendramodi 
@rashtrapatibhvn 
@UNinIndia 
@CIJ_ICJ"
37948,"The policy of zero tolerance towards terrorism has put India on an ever strong position.

PM @narendramodi ji's exceptional leadership has evoked a sense of safety and security in the nation &amp; we all are with him.

Vote for BJP to make India a terrorism free nation. https://t.co/5UF3oPswPs"
37949,"@Ram_Guha @ttindia RamuKaka failed cricket commentator then fake historian ...spreading rubbish nonsense information about our Tricolor. 
RamuKaka known bootlicker Italian National Congress https://t.co/Fg0Ot9ZU2R"
37959,"BJP slams  Sidhu for his alleged racist and sexist remarks at PM Modi

Read here: https://t.co/RJXcOjsgkJ"
37961,"WATCH | \My fight is against the ideology of hatred,\"" says Congress chief Rahul Gandhi "
37962,"WHERE is the apology? Any video? Any written statement by Sonia Gandhi? Any newspaper headline that says â€˜Sonia Gandhi apologised for 1984 riotsâ€™? Till you show me the proof, the apology NEVER happened. https://t.co/v7veaxYmrY"
37963,"Rahul Gandhiâ€™s NYAY Scheme Is Subject To Market Risks, Changes With Every Speech https://t.co/aKts49fL99"
37964,"BIG: Now, BSP says Delhiites are getting calls from a certain number informing them that the party has announced its support for the Aam Aadmi Party. BSP terms the info \wrong and fraud\"". "
37965,Tough to counter a journalist but AAP is no longer in the race https://t.co/XHnAgtrZc4
37974,"If Priyanka Sharma got arrested, shouldn't Ramya already be in jail right now? She's the queen of Photoshop hired by INC! 
#PriyankaSharma #Equality https://t.co/dBqTxupqnF"
37978,Satta market is neither AAP or AAP journalists. Rates are same just checked. 245-248 BJP only. Don't try to create hawa for dead Congress.  https://t.co/wR2b9kqxcN
37993,"Exclusive: Parliamentary Committee with 16 BJP MPs under Murali Manohar Joshi blames Modi Govt for â€˜Compromising With Indiaâ€™s Safety &amp; Securityâ€™. Says Defence Preparedness Level â€˜Unacceptableâ€™, Situation â€˜Ominousâ€™.

Read: https://t.co/HF7RfsVbpO https://t.co/UHylS1EDl4"
37998,"https://t.co/YINUCH3xAt
@narendramodi this tweet from you lit lamps of hope among Jaypee https://t.co/VpnKda952O tht ws https://t.co/cWocXqZk1W we are stuck still, about2be gobbld up by Manoj Gaur due to lack of right intent frm IRP,IDBI&amp;NBCC. hELP.@arunjaitley
#SAVEJPWISHTOWN"
38001,"Comrade @SitaramYechury speaks to ABP News: BJP will lose these elections. 

https://t.co/HgX0onT4Mv"
38002,@sansbarrier @SriRamaMani Even dinamalar has been filled with neo converts.their news always omits good things about BJP and bad things about congress
38004,"It appears that AAP is seriously contesting only one seat this time. Five years ago, on May 12th, Kejriwal ji was all set to defeat Modiji in Varanasi!
#LokSabhaElections2019 https://t.co/eB2CYvMlIf"
38007,"BJP youth leader Priyanka Sharma arrested for posting Met Gala-themed meme on Mamata Banerjee

Wah Didi Wah!

Go after a young girl for a meme on Facebook

But then you are the saviour of democracy why will anyone criticise u? 

 https://t.co/kHRAi1Qsch via @DNA Web Team"
38009,"If I die today every drop of my blood 
Will invigorate the nation 
Sm.iron lady indira Gandhi's https://t.co/OBDQ9ozq0Y"
38010,"Will @BJP4India drop Pragya Thakur as its candidate from Bhopal after her disgraceful insult of Hemant Karkare, the man who died during the night of 26-11?She cursed him. Her family. And BJP leaders next to her clapped."
38012,"Watch, whatâ€™s happening in hinterland Bihar. 

Itâ€™s a Modi TSunami...
in Bihar...across India. 

For AC Studio TV journalist &amp; pollsters, 23rd May will be a shocker !!

#LoksabhaElections2019
#JitegaModiJitegaBharat #IStandWithGambhir https://t.co/gfSnAuWuMe"
38019,@JhaSanjay hide behind the iCloud or the real cloud..... But still Modi will become our PM. #ModiHiAayega #ModiAaneWalaHai
38020,"@dhruv_rathee Kirron Kher: I am fighting this elections based on my performance of 5 years and not last 10 days

Maâ€™am..Modi is fighting elections based on govt performances between 1947-2014 ðŸ¥°

 https://t.co/H5utHg0EtF"
38021,"Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do believe the alternative @INCIndia offers is not as uninspiring as he implies. The outcome will pleasantly surprise our critics! https://t.co/jG5ppRKWrs https://t.co/wfZe3kdDv5"
38024,@desaipankaj1 @RoshanKrRai @AreeDada__ @narendramodi I don't think the ppl who vote for him r bothered about his intellectual capacity
38031,"@bothrapawan53 @waglenikhil Their choice, but am stumped - they claim to be fighting BJP, but they fight RG &amp; INC more. Can't think why, the only thing that may explain it is that they are paid."
38033,"Shame on you @GautamGambhir.
We all know it's mandatory to be a filthy misogynist to be in @BJP4India but your sordid fake pamphlet against @AtishiAAP has crossed all limits.
This attack on a woman will cost you dearly @narendramodi"
38040,"Ex Foreign Sec Nirupama Rai providing unsolicited advice to Congress but her profile says â€œNo Political Affiliationâ€ ðŸ˜‚

Today irony has died

ðŸ•‰Shanti ðŸ™ https://t.co/9CjILwBxus"
38042,"Buddhadeb Bhattacharjee Warns of Shift from Left to BJP, but It May Be Too Late | @onlineghosh reports from Calcutta
 https://t.co/xjLIDLHxPw via @thewire_in"
38044,@vivekanandg @jitengajaria @122Eatery @akanksha_sahay @Deepali_p @lakshitaarya1 @MsShrutiSharma @Pallavisms @Tweetbis0n @ParulKanse How @RahulGandhi father supervised &amp; motivated @INCIndia goons 2 rape &amp; murder innocent Sikhs!! The family should be stripped off Bharat Ratna awards &amp; every Indian public toilet should be named after them!!
38046,@ChakdeIndia11 @tavleen_singh Congress not only insulted  skikhs but also MMS .
38051,"INC COMMUNIQUE

Press release by @ashokgehlot51, CM of Rajasthan, on Rafale Scam under Modi government. https://t.co/qpZANKinCs"
38052,You members of Congress need to stay the FUCK off Twitter and just do your goddamn jobs. Stop acting like a bunch of Real Housewives with the he said she said bullshit. Be better than the people that elected your sorry asses.
38053,"Check TL of this handle. No tweet on candidate's statement or PC ! Fir @vinodkapri kehta hai woh agende ki Journalism nahi karta

Shame ! 

(2 days back he apologized for his channels interview of Congress leaders showing as general public) https://t.co/86Zt44z9bH"
38054,"Vote for aap, because they fight for the common man.
#Vote4Jhaadu https://t.co/CT7ot20ikh"
38055,"A sharp and perceptive piece by â¦@AatishTaseerâ© , where he wonders what Narendra Modi might yet do to punish the world for his failures. https://t.co/PyfbHc0OJH"
38059,"@Ajitesh4037 @Freedomtoask @RavinarIN @TimesNow @republic @IndiaToday @BJP4India @priyankagandhi @RahulGandhi @INCIndia To save himself from conviction for murder, Sidhu puts his turban at Sonua's feet, the lady responsible for the massacre of 3000 Sikhs, that too she just said, Indira is responsible for the BALATKAR of India. https://t.co/JhI8cbP8rP"
38063,"Delhi Police tries in vain to stop AAP presser, claims it violated model code of conduct
https://t.co/bcr7CRLb9E"
38064,"Overheard at BJP HQ:

Amit Shah : I will KICK THE SHIT out of the man who left @narendramodi alone with the press without a teleprompter. https://t.co/4xkv8M4NHc"
38069,@cooperchip1 Congress needs to cut off the funding for this. @SpeakerPelosi
38072,"\AAP is dead.\"""
38075,"This is the real face of The fake and dirty @BJP4India n Feku ! 
@ECISVEEP will you do something or keep licking the shoes of Fake n disgraceful pm ? 
@INCIndia @IYC @INCWestBengal @ravishndtv @abhisar_sharma @thewire_in @ppbajpai https://t.co/jvPa3Z96lc"
38076,"BJP member starts petition to â€˜protestâ€™ Time report calling Modi â€˜Indiaâ€™s divider in chiefâ€™

ThePrint's Himani Chandna @ChandnaHimani reports 

https://t.co/MNnPM7DxC0"
38082,"Country to Congress: Sir, 32000 people died in first two months if Rajiv Gandhi presidency. 

Congress to Country: Hua to Hua."
38091,"#Modi has not only divided #India along communal &amp; religious lines but also turned it into an intolerant fanatic society. 
As India continues to slide into extremism, actress #RakhiSawant being threatened for posing with #Pakistani flag for her role in movie #Dhara370 https://t.co/uMVs5MAK8V"
38092,"@RudyGiuliani Rudy- A refresher courseðŸ‘‡
The Constitution grants Congress the sole authority to enact legislation and declare war, the right to confirm or reject many Presidential appointments, and substantial investigative powers.
#Congress #RudyLies #SupeonaRudy
https://t.co/zbEsq2P01e"
38096,"Becase RSS was considered as terrorist organisation. 
RSS was a terrorist organisation 
RSS is a terrorist organisation 
RSS will remain a terrorist organisation https://t.co/0ArbmF1ZLv"
38098,@republic she should leave India right now bcoz nation wants Modi and noone can stop him to be PM of India.
38102,"Modi was the first PM who spoke about equality for women, Beti Bachao Beti Padao, toilets for women, questioning your son instead of your daughter from the ramparts of the Red Fort. 
And here we have Cong fools who wants to drag the woman back amidst chula, chowka. 

Regressive ! https://t.co/L63mSiNlvd"
38105,Modi Jee doing cloud control and strategizing air strikes at the same time. https://t.co/ZFwvXPHPur
38109,"Who lost the 'pilots ' in Air strike .Everyone was back.
and if you are talking about retaliation to pak offensive ,we failed a major attack by Pak and even got Abhinandan back
In the worst of your dreams do you think Rahul had the Gutts to get him bÃ ck let alone order a strike https://t.co/6gIpoJbpln"
38110,"@ananavarro Heâ€™s the king of NDAâ€™s. Who does that? Like the Kinks sang, â€œParanoia can destroy ya!â€"
38111,"It is the most important interview of this election season...

It forever destroys the argument that other journalists are doing softball interviews with Modi..

Rubbish projects himself as the toughest interviewer and mocks others.. 
Destroyed himself totally.. https://t.co/buBrcVe6gN"
38112,"If all Opposition parties are so convinced of EVM control by BJP how do they doubt it getting a majority?
On what basis,then, they expect a majority for them.
How can they be so contradictory?"
38114,"Weâ€™ve demolished Modi, heâ€™s scared. I am confident and positive that people of my country are with us. My Josh is high.Says @INCIndia President @RahulGandhi. https://t.co/T6FnNiNMqj"
38118,"So a 2014 interview of Rahul Gandhi destroyed the image of Rahul Gandhi, while a 2019 interview of Rahul Gandhi has destroyed the image of Ravish Kumar."
38119,'Dishonouring the Dead': Who can beat the Congress in this dept? (writes @avatans) https://t.co/1tOHdUkfRx via @dailyo_
38125,"Modi said he wanted military escalation with Pakistan \A secret\"" Yet Pakistan surprised him when Pak missiles hit Indian military bases, 2 Indian jets shotdown, LOC positions bombarded, panicked Indian army shot down its own helicopter. India failed to inflict any damage on Pak."""
38126,"Since Modiji has revealed that he overruled the advice of IAF top brass to reschedule the Balakot air strike bcs of cloud cover, questioning Balakot strike is no longer about the IAF but about Modiâ€™s lack of judgment &amp; inability of cabinet ministers &amp; his aides to dissuade him."
38128,"#VoteForJhadu
AAP will work for Education
AAP will work for Healthcare
AAP will work for Traders
AAP will work for Job Creation
AAP will lower Metro Fares
AAP will work for Full Statehood
AAP will ensure Women Safety
AAP will open New Colleges

AAP will Represent Delhites"
38131,"@sampitroda Please stop lying we know which company began working in IT sector when for you info 1965 : CSI started
1968 : TCS started 
1972 : Patni started
1976 : HCL started
1978 : PCS started 
1980 : WIPRO started in IT
1981 : Infosys started

1984 : Rajiv Gandhi became PM &amp; brought Comps"
38135,"3/4 MI25 PR https://t.co/7HYEKBeHjb How come pure civ girl access freely Prez,COAS, CAS, All BJP mins, NDA/SS/CAPF offrs? https://t.co/EqOtG2PYC0 How she gets CMP/IAF police escort? During Siachen Civil trek Sep Oct 2016 she stayed in ITBP offrs mess! Created ruckus in such Alt."
38137,"#ElectionsWithHT | In an embarrassment for Aam Aadmi Party candidate Balbir Jakhar, his son alleged that the former paid AAP chief and Delhi CM Arvind Kejriwal Rs 6 crore to get a ticket to contest the ongoing #LokSabhaElections2019 

Read more: https://t.co/2Lx0pvn7oS https://t.co/q2MaG18VYF"
38138,"News of another suspected murder of a booth-level BJP worker in Bengalâ€™s Jhargram; 2 attacked in Kanthi.
Dr Shachindranath Singh, kshetra secy of VHP, picked up by police from his Medinipur house. Reports of bombs hurled even at this hour as TMC smells loss.
Democracy in Bengal."
38141,"If you have No concern for the Rights of Men, We don't stand by you. Time to vote for NOTA (None Of The Above) - We Want Men's Commission.

#Nota4MensRights
#2019Elections
#NOTAisOption
#Nota2019
#NOTA
@BJP4India
@PMOIndia
@INCIndia
@HRDMinistry
@NITIAayog
https://t.co/wZtDH5wqVg"
38142,"it's nt sarcastic, myslf being modi bhakt i blv dis vl happen nd dat day all modi god haters vl die. modi is god,god is modi, it's jst lyk I'm mad,mad is me.. jai modi sir.. https://t.co/mXpPG4dNF1"
38145,Contempt of Congress Explained https://t.co/ZMUMfbjhed via @YouTube
38146,"Rahul Gandhi's daily routine:
1. Morning Modi chor hai
2. Afternoon Attend court in Scam case &amp; get bail extension
3. Evening get notice for contempt of the court ðŸ˜‚
4. Regret for the comments made
5. Night Have Nasha &amp; forget everything
6. next day repeat ðŸ˜‚ðŸ˜‚
#RahulKaChallenge"
38147,Thank you GOI for not allowng to cast vote even aftr hvng valid voter ID we were told at polling booth that we r sry your voter card is deleted by mistake.  No other option was given. We r so upset.  @AamAadmiParty @narendramodi @LtGovDelhi @CeodelhiOffice @DelhiCMOffice https://t.co/Pdyh3xf3Sa
38149,"This man is utterly shameless. 

He has the audacity to politicise rape, when his own party :
- Made Nihal Chand, rape accused, Minister.
- Shielded Kuldeep Senger, rapist. He is still MLA &amp; in BJP.
- Rallied in favour of rapists &amp; killers of Kathua girl. https://t.co/zwnbRDAWVK"
38155,ðŸ‡ºðŸ‡¸ðŸ’¥ðŸ‡ºðŸ‡¸ðŸ’¥ Congress reacts for battle over nuclear weapons policy ðŸ‡ºðŸ‡¸ðŸ’¥ðŸ‡ºðŸ‡¸ https://t.co/VxD4j4jwW2
38157,"If BJP secures more than 8 seats in West Bengal, brace for impact. 

We'll either see imposition of President's Rule in the state immediately after elections or we'll be witnesses to the largest mass defection in the history of India, from TMC to BJP. 

It'll happen before 2021."
